2024-11-05 21:27:41,036 - Starting scraping of 2426 games
2024-11-05 23:53:20,270 - Game 718001 already scraped, skipping.
2024-11-05 23:53:20,270 - Game 718002 already scraped, skipping.
2024-11-05 23:53:20,270 - Game 718011 already scraped, skipping.
2024-11-05 23:53:20,270 - Game 718000 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 718005 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 718008 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 718006 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 717984 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 717980 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 717992 already scraped, skipping.
2024-11-05 23:53:20,271 - Game 717986 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717987 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717981 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717993 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717983 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717990 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717994 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717982 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717985 already scraped, skipping.
2024-11-05 23:53:20,272 - Game 717989 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717988 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717995 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717968 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717970 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717975 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717976 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717977 already scraped, skipping.
2024-11-05 23:53:20,273 - Game 717973 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717978 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717969 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717974 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717979 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717971 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717956 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717958 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717965 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717960 already scraped, skipping.
2024-11-05 23:53:20,274 - Game 717961 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717955 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717957 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717972 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717952 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717963 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717962 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717967 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717966 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717964 already scraped, skipping.
2024-11-05 23:53:20,275 - Game 717959 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717938 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717949 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717947 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717950 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717940 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717954 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717953 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717939 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717945 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717944 already scraped, skipping.
2024-11-05 23:53:20,276 - Game 717946 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717948 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717951 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717943 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717936 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717942 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717933 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717941 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717934 already scraped, skipping.
2024-11-05 23:53:20,277 - Game 717932 already scraped, skipping.
2024-11-05 23:53:20,278 - Game 717937 already scraped, skipping.
2024-11-05 23:53:20,278 - Game 717926 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717919 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717917 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717920 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717927 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717929 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717935 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717921 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717930 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717922 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717931 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717923 already scraped, skipping.
2024-11-05 23:53:20,279 - Game 717924 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717925 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717908 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717901 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717905 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717916 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717911 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717910 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717914 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717903 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717907 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717912 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717885 already scraped, skipping.
2024-11-05 23:53:20,280 - Game 717918 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717906 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717909 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717913 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717915 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717899 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717892 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717888 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717890 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717896 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717900 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717902 already scraped, skipping.
2024-11-05 23:53:20,281 - Game 717889 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717898 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717894 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717904 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717897 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717893 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717895 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717891 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717878 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717887 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717880 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717886 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717884 already scraped, skipping.
2024-11-05 23:53:20,282 - Game 717879 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717928 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717883 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717861 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717871 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717872 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717867 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717873 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717876 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717881 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717864 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717875 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717874 already scraped, skipping.
2024-11-05 23:53:20,283 - Game 717868 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717882 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717870 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717869 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717877 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717855 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717856 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717850 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717851 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717858 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717860 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717866 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717863 already scraped, skipping.
2024-11-05 23:53:20,284 - Game 717865 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717854 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717859 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717853 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717852 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717838 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717843 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717840 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717849 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717842 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717862 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717845 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717844 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717846 already scraped, skipping.
2024-11-05 23:53:20,285 - Game 717848 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717857 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717824 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717835 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717829 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717831 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717832 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717823 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717833 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717839 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717837 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717836 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717827 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717830 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717834 already scraped, skipping.
2024-11-05 23:53:20,286 - Game 717828 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717841 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717809 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717822 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717816 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717814 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717817 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717826 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717815 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717818 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717811 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717812 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717813 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717819 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717821 already scraped, skipping.
2024-11-05 23:53:20,287 - Game 717820 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717825 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717799 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717805 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717807 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717800 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717797 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717796 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717802 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717808 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717806 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717803 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717801 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717798 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717804 already scraped, skipping.
2024-11-05 23:53:20,288 - Game 717795 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717810 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717789 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717791 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717785 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717786 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717792 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717794 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717793 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717790 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717778 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717774 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717781 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717782 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717775 already scraped, skipping.
2024-11-05 23:53:20,289 - Game 717776 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717773 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717779 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717787 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717772 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717780 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717788 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717777 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717783 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717762 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717761 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717767 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717763 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717757 already scraped, skipping.
2024-11-05 23:53:20,290 - Game 717760 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717759 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717766 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717769 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717758 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717765 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717768 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717764 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717770 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717784 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717771 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717746 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717756 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717754 already scraped, skipping.
2024-11-05 23:53:20,291 - Game 717747 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717755 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717748 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717753 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717750 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717751 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717752 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717737 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717735 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717745 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717740 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717744 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717739 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717731 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717733 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717743 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717749 already scraped, skipping.
2024-11-05 23:53:20,292 - Game 717732 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717741 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717742 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717736 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717738 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717727 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717725 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717724 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717720 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717729 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717719 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717721 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717722 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717718 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717734 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717717 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717723 already scraped, skipping.
2024-11-05 23:53:20,293 - Game 717726 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717728 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717707 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717705 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717716 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717710 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717708 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717706 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717702 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717704 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717713 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717714 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717703 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717709 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717715 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717730 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717712 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717711 already scraped, skipping.
2024-11-05 23:53:20,294 - Game 717694 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717696 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717697 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717700 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717699 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717698 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717701 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717692 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717693 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717695 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717678 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717682 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717680 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717688 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717679 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717690 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717691 already scraped, skipping.
2024-11-05 23:53:20,295 - Game 717689 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717686 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717687 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717685 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717681 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717683 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717675 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717684 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717662 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717670 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717672 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717674 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717663 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717676 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717673 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717671 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717677 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717669 already scraped, skipping.
2024-11-05 23:53:20,296 - Game 717668 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717665 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717667 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717666 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717661 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717660 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717654 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717847 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717657 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717659 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717658 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717652 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717646 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717643 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717641 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717648 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717653 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717651 already scraped, skipping.
2024-11-05 23:53:20,297 - Game 717642 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717656 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717649 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717650 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717644 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717647 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717645 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717655 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717634 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717637 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717626 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717639 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717625 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717630 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717628 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717638 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717635 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717632 already scraped, skipping.
2024-11-05 23:53:20,298 - Game 717631 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717640 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717633 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717629 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717636 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717617 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717623 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717615 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717612 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717613 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717620 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717627 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717610 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717624 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717619 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717618 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717616 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717621 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717614 already scraped, skipping.
2024-11-05 23:53:20,299 - Game 717622 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717608 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717609 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717602 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717607 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717611 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717606 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717592 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717595 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717604 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717600 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717598 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717596 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717593 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717590 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717597 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717601 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717603 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717599 already scraped, skipping.
2024-11-05 23:53:20,300 - Game 717605 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717594 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717591 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717576 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717579 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717586 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717588 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717582 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717584 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717575 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717587 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717581 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717589 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717585 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717580 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717583 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717578 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717577 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717560 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717574 already scraped, skipping.
2024-11-05 23:53:20,301 - Game 717564 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717566 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717567 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717568 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717565 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717571 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717570 already scraped, skipping.
2024-11-05 23:53:20,302 - Game 717569 already scraped, skipping.
